scenario,omni_var,bin_id,bin_label,temp_mean,rho,n_eff,neff_factor,n,p_adj,window,ci_lower,ci_upper,data_type,display_bin_id
Global_High_LAI,f10_7_mean_ma12,0,Cold,-0.2093890309333801,-0.0044452864676713,4959.658472086388,0.0703857071992277,70464,0.7542949178935061,12,-0.03227361262118623,0.023389926525390542,F10.7,0.0
Global_High_LAI,f10_7_mean_ma13,0,Cold,-0.2093890309333801,-0.0042186146602034,4959.658472086388,0.0703857071992277,70464,0.7664499353867975,13,-0.03204717100892971,0.023616477370643575,F10.7,0.0
Global_High_LAI,f10_7_mean_ma14,0,Cold,-0.2093890309333801,-0.0036700847558677,4959.658472086388,0.0703857071992277,70464,0.7960975510733983,14,-0.031499186339220074,0.024164702725099844,F10.7,0.0
Global_High_LAI,f10_7_mean_ma15,0,Cold,-0.2093890309333801,-0.0031150688882917,4959.658472086388,0.0703857071992277,70464,0.8263980793440444,15,-0.030944705124800458,0.024719393402815624,F10.7,0.0
Global_High_LAI,f10_7_mean_ma16,0,Cold,-0.2093890309333801,-0.0024566466454416,4959.658472086388,0.0703857071992277,70464,0.8626784629412185,16,-0.030286894933834276,0.025377407643629096,F10.7,0.0
Global_High_LAI,f10_7_mean_ma17,0,Cold,-0.2093890309333801,-0.0019573478493839,4959.658472086388,0.0703857071992277,70464,0.890389552975428,17,-0.029788044200111972,0.02587638096173542,F10.7,0.0
Global_High_LAI,f10_7_mean_ma18,0,Cold,-0.2093890309333801,-0.0020132958889007,4959.658472086388,0.0703857071992277,70464,0.8872771231221703,18,-0.02984394272251135,0.025820470083030532,F10.7,0.0
Global_High_LAI,f10_7_mean_ma19,0,Cold,-0.2093890309333801,-0.0017744584474712,4959.658472086388,0.0703857071992277,70464,0.9005753608240066,19,-0.029605315450858597,0.02605914767311031,F10.7,0.0
Global_High_LAI,f10_7_mean_ma20,0,Cold,-0.2093890309333801,-0.0015966307837516,4959.658472086388,0.0703857071992277,70464,0.9104949959941572,20,-0.029427642209825525,0.026236854257737644,F10.7,0.0
Global_High_LAI,f10_7_mean_ma21,0,Cold,-0.2093890309333801,-0.0016588455764576,4959.658472086388,0.0703857071992277,70464,0.9070228450643972,21,-0.029489803176215048,0.02617468202583323,F10.7,0.0
Global_High_LAI,f10_7_mean_ma22,0,Cold,-0.2093890309333801,-0.0018440528074279,4959.658472086388,0.0703857071992277,70464,0.8966973631956874,22,-0.029674848897382186,0.025989600219532328,F10.7,0.0
Global_High_LAI,f10_7_mean_ma23,0,Cold,-0.2093890309333801,-0.0020796521566808,4959.658472086388,0.0703857071992277,70464,0.8835879314441797,23,-0.02991024003565027,0.025754157663490037,F10.7,0.0
Global_High_LAI,f10_7_mean_ma24,0,Cold,-0.2093890309333801,-0.0023888843134045,4959.658472086388,0.0703857071992277,70464,0.8664301608506033,24,-0.03021919422365933,0.025445126616822588,F10.7,0.0
Global_High_LAI,f10_7_mean_ma25,0,Cold,-0.2093890309333801,-0.0029749004170298,4959.658472086388,0.0703857071992277,70464,0.8340934134085902,25,-0.030804668970210218,0.024859477037140875,F10.7,0.0
Global_High_LAI,f10_7_mean_ma26,0,Cold,-0.2093890309333801,-0.0033503936138004,4959.658472086388,0.0703857071992277,70464,0.8135163746289329,26,-0.03117980525094726,0.024484208649462408,F10.7,0.0
Global_High_LAI,f10_7_mean_ma27,0,Cold,-0.2093890309333801,-0.0040876744315028,4959.658472086388,0.0703857071992277,70464,0.773497947366407,27,-0.031916362454003734,0.02374734642105816,F10.7,0.0
Global_High_LAI,f10_7_mean_ma28,0,Cold,-0.2093890309333801,-0.0046020755544304,4959.658472086388,0.0703857071992277,70464,0.7459225374102632,28,-0.032430240810282306,0.023233219435631468,F10.7,0.0
Global_High_LAI,f10_7_mean_ma30,0,Cold,-0.2093890309333801,-0.0051398267969489,4959.658472086388,0.0703857071992277,70464,0.7174397299982915,30,-0.0329674298271294,0.02269573903320797,F10.7,0.0
Global_High_LAI,f10_7_mean_ma40,0,Cold,-0.2093890309333801,-0.0110292267054319,4959.658472086388,0.0703857071992277,70464,0.4374187698147307,40,-0.03884962020781991,0.016808252035971034,F10.7,0.0
Global_High_LAI,f10_7_mean_ma50,0,Cold,-0.2093890309333801,-0.0108538446947932,4959.658472086388,0.0703857071992277,70464,0.4447420236182364,50,-0.038674480740843016,0.01698360497264921,F10.7,0.0
Global_High_LAI,f10_7_mean_ma60,0,Cold,-0.2093890309333801,-0.0103817833587527,4959.658472086388,0.0703857071992277,70464,0.4647969487712442,60,-0.03820306374737557,0.017455579545178516,F10.7,0.0
Global_High_LAI,f10_7_mean_ma75,0,Cold,-0.2093890309333801,-0.0069898306392133,4959.658472086388,0.0703857071992277,70464,0.6226206206098128,75,-0.034815376674329226,0.02084654404391108,F10.7,0.0
Global_High_LAI,f10_7_mean_ma90,0,Cold,-0.2093890309333801,-0.006210605148226,4959.658472086388,0.0703857071992277,70464,0.6619120251259418,90,-0.03403704078680788,0.02162545206086388,F10.7,0.0
Global_High_LAI,f10_7_mean_ma1,1,Cool,11.104832649230955,-0.0166550558060407,11903.798578009464,0.1679524603252083,70876,0.0692052870598867,1,-0.03460945524471751,0.00131009090425271,F10.7,1.0
Global_High_LAI,f10_7_mean_ma2,1,Cool,11.104832649230955,-0.017143115401268,11903.199918572676,0.1679440137503905,70876,0.0614441780537882,2,-0.03509751257954441,0.000822344360474542,F10.7,1.0
Global_High_LAI,f10_7_mean_ma3,1,Cool,11.104832649230955,-0.0176538452506065,11903.199918572676,0.1679440137503905,70876,0.0541026420544659,3,-0.03560775856926262,0.00031146002693929807,F10.7,1.0
Global_High_LAI,f10_7_mean_ma4,1,Cool,11.104832649230955,-0.0178629998117685,11903.199918572676,0.1679440137503905,70876,0.0513150121265137,4,-0.03581671227824499,0.0001022394946099114,F10.7,1.0
Global_High_LAI,f10_7_mean_ma5,1,Cool,11.104832649230955,-0.0185065492987632,11903.199918572676,0.1679440137503905,70876,0.0434811445259613,5,-0.036459633915625886,-0.0005415228445698092,F10.7,1.0
Global_High_LAI,f10_7_mean_ma6,1,Cool,11.104832649230955,-0.0189547538757324,11903.199918572676,0.1679440137503905,70876,0.0386432102479008,6,-0.036907392442971955,-0.0009898844607464491,F10.7,1.0
Global_High_LAI,f10_7_mean_ma7,1,Cool,11.104832649230955,-0.0192365664988756,11903.199918572676,0.1679440137503905,70876,0.0358418066713011,7,-0.03718892091744507,-0.001271799522211447,F10.7,1.0
Global_High_LAI,f10_7_mean_ma8,1,Cool,11.104832649230955,-0.0196114983409643,11903.199918572676,0.1679440137503905,70876,0.0323846343723663,8,-0.037563470302110505,-0.0016468720780905032,F10.7,1.0
Global_High_LAI,f10_7_mean_ma9,1,Cool,11.104832649230955,-0.0201846826821565,11903.199918572676,0.1679440137503905,70876,0.0276527366838625,9,-0.038136060204469566,-0.002220281308539787,F10.7,1.0
Global_High_LAI,f10_7_mean_ma10,1,Cool,11.104832649230955,-0.0204975008964538,11903.199918572676,0.1679440137503905,70876,0.0253312069572286,10,-0.03844854902860635,-0.00253322724025581,F10.7,1.0
Global_High_LAI,f10_7_mean_ma11,1,Cool,11.104832649230955,-0.0209558587521314,11903.199918572676,0.1679440137503905,70876,0.0222348096211115,11,-0.03890641790316246,-0.0029917785895057125,F10.7,1.0
Global_High_LAI,f10_7_mean_ma12,1,Cool,11.104832649230955,-0.0213980507105588,11903.199918572676,0.1679440137503905,70876,0.0195649711623375,12,-0.03934813098277006,-0.003434164376952388,F10.7,1.0
Global_High_LAI,f10_7_mean_ma13,1,Cool,11.104832649230955,-0.0216211136430501,11903.199918572676,0.1679440137503905,70876,0.0183277062200966,13,-0.03957094968370562,-0.0036573277542699166,F10.7,1.0
Global_High_LAI,f10_7_mean_ma14,1,Cool,11.104832649230955,-0.0218666903674602,11903.199918572676,0.1679440137503905,70876,0.0170452750480971,14,-0.039816255461727366,-0.0039030171307306303,F10.7,1.0
Global_High_LAI,f10_7_mean_ma15,1,Cool,11.104832649230955,-0.022317424416542,11903.199918572676,0.1679440137503905,70876,0.0148951478301506,15,-0.04026648658309817,-0.004353963585792917,F10.7,1.0
Global_High_LAI,f10_7_mean_ma16,1,Cool,11.104832649230955,-0.0228529684245586,11903.199918572676,0.1679440137503905,70876,0.0126539247079064,16,-0.04080142355804405,-0.004889769463532696,F10.7,1.0
Global_High_LAI,f10_7_mean_ma17,1,Cool,11.104832649230955,-0.0231646280735731,11903.199918572676,0.1679440137503905,70876,0.0114918395165641,17,-0.04111272520820345,-0.005201586255355397,F10.7,1.0
Global_High_LAI,f10_7_mean_ma18,1,Cool,11.104832649230955,-0.023506311699748,11903.199918572676,0.1679440137503905,70876,0.0103275279393217,18,-0.04145401234322662,-0.005543446177025126,F10.7,1.0
Global_High_LAI,f10_7_mean_ma19,1,Cool,11.104832649230955,-0.0239527504891157,11903.199918572676,0.1679440137503905,70876,0.0089649370054216,19,-0.04189992677212114,-0.005990121638501174,F10.7,1.0
Global_High_LAI,f10_7_mean_ma20,1,Cool,11.104832649230955,-0.0241351705044507,11903.199918572676,0.1679440137503905,70876,0.0084560307396039,20,-0.04208213047015448,-0.006172640423668522,F10.7,1.0
Global_High_LAI,f10_7_mean_ma21,1,Cool,11.104832649230955,-0.0240901000797748,11903.199918572676,0.1679440137503905,70876,0.0085793035131593,21,-0.0420371136019213,-0.00612754548465778,F10.7,1.0
Global_High_LAI,f10_7_mean_ma22,1,Cool,11.104832649230955,-0.024126399308443,11903.199918572676,0.1679440137503905,70876,0.0084798961045811,22,-0.04207336970252504,-0.006163864451178508,F10.7,1.0
Global_High_LAI,f10_7_mean_ma23,1,Cool,11.104832649230955,-0.0243041589856147,11903.199918572676,0.1679440137503905,70876,0.0080078092480415,23,-0.04225091749628313,-0.006341721470159544,F10.7,1.0
Global_High_LAI,f10_7_mean_ma24,1,Cool,11.104832649230955,-0.02440538816154,11903.199918572676,0.1679440137503905,70876,0.0077496127962148,24,-0.042352025503973684,-0.006443006587399512,F10.7,1.0
Global_High_LAI,f10_7_mean_ma25,1,Cool,11.104832649230955,-0.0245718378573656,11903.199918572676,0.1679440137503905,70876,0.0073412468679192,25,-0.042518275165462194,-0.006609549067971092,F10.7,1.0
Global_High_LAI,f10_7_mean_ma26,1,Cool,11.104832649230955,-0.0245607644319534,11903.199918572676,0.1679440137503905,70876,0.0073678026410481,26,-0.04250721507862541,-0.006598469438912448,F10.7,1.0
Global_High_LAI,f10_7_mean_ma27,1,Cool,11.104832649230955,-0.0245037209242582,11903.199918572676,0.1679440137503905,70876,0.0075059716899552,27,-0.04245024021341246,-0.006541394043705139,F10.7,1.0
Global_High_LAI,f10_7_mean_ma28,1,Cool,11.104832649230955,-0.0244802124798297,11903.199918572676,0.1679440137503905,70876,0.0075635859219063,28,-0.04242676002356755,-0.006517872492031191,F10.7,1.0
Global_High_LAI,f10_7_mean_ma30,1,Cool,11.104832649230955,-0.0246910564601421,11903.199918572676,0.1679440137503905,70876,0.0070607335770076,30,-0.0426373498840024,-0.00672883473972233,F10.7,1.0
Global_High_LAI,f10_7_mean_ma40,1,Cool,11.104832649230955,-0.025065379217267,11903.199918572676,0.1679440137503905,70876,0.0062414375956987,40,-0.043011217559712954,-0.007103371402442996,F10.7,1.0
Global_High_LAI,f10_7_mean_ma50,1,Cool,11.104832649230955,-0.0252275541424751,11903.199918572676,0.1679440137503905,70876,0.0059138494762789,50,-0.04317319376091425,-0.007265640566708158,F10.7,1.0
Global_High_LAI,f10_7_mean_ma60,1,Cool,11.104832649230955,-0.0244097374379634,11903.199918572676,0.1679440137503905,70876,0.0077386885108157,60,-0.04235636956620995,-0.006447358275579708,F10.7,1.0
Global_High_LAI,f10_7_mean_ma75,1,Cool,11.104832649230955,-0.0258213225752115,11903.199918572676,0.1679440137503905,70876,0.0048425303169301,75,-0.04376622655849338,-0.007859762107589778,F10.7,1.0
Global_High_LAI,f10_7_mean_ma90,1,Cool,11.104832649230955,-0.0258926656097173,11903.199918572676,0.1679440137503905,70876,0.0047263941159814,90,-0.043837480353241594,-0.007931148422456475,F10.7,1.0
Global_High_LAI,f10_7_mean_ma1,2,Optimum,20.470029830932617,-0.0028713776264339,22643.06238025686,0.1893723488551117,119569,0.6657044929601454,1,-0.015896231973643156,0.01015445104191477,F10.7,2.0
Global_High_LAI,f10_7_mean_ma2,2,Optimum,20.470029830932617,-0.002623846521601,22643.06238025686,0.1893723488551117,119569,0.6929867130103124,2,-0.01564876057927613,0.010401957865714469,F10.7,2.0
Global_High_LAI,f10_7_mean_ma3,2,Optimum,20.470029830932617,-0.0027876948006451,22643.06238025686,0.1893723488551117,119569,0.6748806020678586,3,-0.01581256951271408,0.010238125837600764,F10.7,2.0
Global_High_LAI,f10_7_mean_ma4,2,Optimum,20.470029830932617,-0.0024549514055252,22643.06238025686,0.1893723488551117,119569,0.7118357668141457,4,-0.015479905288911038,0.010570835498335924,F10.7,2.0
Global_High_LAI,f10_7_mean_ma5,2,Optimum,20.470029830932617,-0.0020329537801444,22643.06238025686,0.1893723488551117,119569,0.7596850324915292,5,-0.01505800392406251,0.010992786192226978,F10.7,2.0
Global_High_LAI,f10_7_mean_ma6,2,Optimum,20.470029830932617,-0.0016028244281187,22643.06238025686,0.1893723488551117,119569,0.809420540766878,6,-0.014627967914509604,0.01142286293469268,F10.7,2.0
Global_High_LAI,f10_7_mean_ma7,2,Optimum,20.470029830932617,-0.0011721416376531,22643.06238025686,0.1893723488551117,119569,0.8600035483222483,7,-0.014197373758724739,0.011853488219408062,F10.7,2.0
Global_High_LAI,f10_7_mean_ma8,2,Optimum,20.470029830932617,-0.0006528901867568,22643.06238025686,0.1893723488551117,119569,0.9217425399439784,8,-0.013678222746485454,0.012372663914603154,F10.7,2.0
Global_High_LAI,f10_7_mean_ma9,2,Optimum,20.470029830932617,-0.0001903393276734,22643.06238025686,0.1893723488551117,119569,0.9771517557166798,9,-0.01321575544434624,0.012835141375820395,F10.7,2.0
Global_High_LAI,f10_7_mean_ma10,2,Optimum,20.470029830932617,0.0001180291437776,22643.06238025686,0.1893723488551117,119569,0.985830644530099,10,-0.012907439581798168,0.013143457819157541,F10.7,2.0
Global_High_LAI,f10_7_mean_ma11,2,Optimum,20.470029830932617,0.0005351746222004,22643.06238025686,0.1893723488551117,119569,0.9358184729219436,11,-0.012490361328633558,0.013560528975151871,F10.7,2.0
Global_High_LAI,f10_7_mean_ma12,2,Optimum,20.470029830932617,0.000672745751217,22643.06238025686,0.1893723488551117,119569,0.9193705873496112,12,-0.01235281137609169,0.013698074599421064,F10.7,2.0
Global_High_LAI,f10_7_mean_ma13,2,Optimum,20.470029830932617,0.0008292027632705,22643.06238025686,0.1893723488551117,119569,0.9007069471515878,13,-0.012196377848516718,0.013854502006324378,F10.7,2.0
Global_High_LAI,f10_7_mean_ma14,2,Optimum,20.470029830932617,0.0007944467361085,22643.06238025686,0.1893723488551117,119569,0.9048485968502068,14,-0.012231128713824516,0.013819752610861161,F10.7,2.0
Global_High_LAI,f10_7_mean_ma15,2,Optimum,20.470029830932617,0.0005514936638064,22643.06238025686,0.1893723488551117,119569,0.933865811515464,15,-0.012474044824805432,0.013576845017087778,F10.7,2.0
Global_High_LAI,f10_7_mean_ma16,2,Optimum,20.470029830932617,0.0003216100158169,22643.06238025686,0.1893723488551117,119569,0.9614038695142112,16,-0.012703892084148731,0.013347002985591898,F10.7,2.0
Global_High_LAI,f10_7_mean_ma17,2,Optimum,20.470029830932617,0.0002414884947938,22643.06238025686,0.1893723488551117,119569,0.9710142489520376,17,-0.012784000599132535,0.013266895645729042,F10.7,2.0
Global_High_LAI,f10_7_mean_ma18,2,Optimum,20.470029830932617,0.0002340073842788,22643.06238025686,0.1893723488551117,119569,0.9719118262120414,18,-0.012791480486711946,0.013259415850803133,F10.7,2.0
Global_High_LAI,f10_7_mean_ma19,2,Optimum,20.470029830932617,0.000245113420533,22643.06238025686,0.1893723488551117,119569,0.9705793465860886,19,-0.012780376265434896,0.01327051993348341,F10.7,2.0
Global_High_LAI,f10_7_mean_ma20,2,Optimum,20.470029830932617,0.000239472152316,22643.06238025686,0.1893723488551117,119569,0.9712561644366412,20,-0.01278601661214275,0.013264879657978217,F10.7,2.0
Global_High_LAI,f10_7_mean_ma21,2,Optimum,20.470029830932617,0.0002336799370823,22643.06238025686,0.1893723488551117,119569,0.9719511138683246,21,-0.01279180788034742,0.01325908846115649,F10.7,2.0
Global_High_LAI,f10_7_mean_ma22,2,Optimum,20.470029830932617,0.000336335011525,22643.06238025686,0.1893723488551117,119569,0.9596382109307902,22,-0.012689169460544499,0.01336172535685166,F10.7,2.0
Global_High_LAI,f10_7_mean_ma23,2,Optimum,20.470029830932617,0.0003893038956448,22643.06238025686,0.1893723488551117,119569,0.9532884670086824,23,-0.012636209062679935,0.013414684753586422,F10.7,2.0
Global_High_LAI,f10_7_mean_ma24,2,Optimum,20.470029830932617,0.0006155265145935,22643.06238025686,0.1893723488551117,119569,0.9262078881820244,24,-0.012410021864773387,0.013640866030728286,F10.7,2.0
Global_High_LAI,f10_7_mean_ma25,2,Optimum,20.470029830932617,0.0008011910831555,22643.06238025686,0.1893723488551117,119569,0.904044710891336,25,-0.012224385370886843,0.013826495673498744,F10.7,2.0
Global_High_LAI,f10_7_mean_ma26,2,Optimum,20.470029830932617,0.0009411383653059,22643.06238025686,0.1893723488551117,119569,0.8873872289575515,26,-0.012084458656950669,0.013966416036410967,F10.7,2.0
Global_High_LAI,f10_7_mean_ma27,2,Optimum,20.470029830932617,0.0010558587964624,22643.06238025686,0.1893723488551117,119569,0.873769085466487,27,-0.011969754705893395,0.014081114020314558,F10.7,2.0
Global_High_LAI,f10_7_mean_ma28,2,Optimum,20.470029830932617,0.0011934030335396,22643.06238025686,0.1893723488551117,119569,0.8574910949961172,28,-0.011832229775763184,0.014218630892367693,F10.7,2.0
Global_High_LAI,f10_7_mean_ma30,2,Optimum,20.470029830932617,0.0015630611451342,22643.06238025686,0.1893723488551117,119569,0.81406085284518,30,-0.011462621110840615,0.014588213017248693,F10.7,2.0
Global_High_LAI,f10_7_mean_ma40,2,Optimum,20.470029830932617,0.0038523757830262,22643.06238025686,0.1893723488551117,119569,0.5621434472791931,40,-0.009173533416911451,0.0168769777963458,F10.7,2.0
Global_High_LAI,f10_7_mean_ma50,2,Optimum,20.470029830932617,0.0063406280241906,22643.06238025686,0.1893723488551117,119569,0.3400482036010692,50,-0.006685372999500973,0.01936447760306311,F10.7,2.0
Global_High_LAI,f10_7_mean_ma60,2,Optimum,20.470029830932617,0.0069540338590741,22643.06238025686,0.1893723488551117,119569,0.2953898188161323,60,-0.006071965017853286,0.01997767317507672,F10.7,2.0
Global_High_LAI,f10_7_mean_ma75,2,Optimum,20.470029830932617,0.005549325607717,22643.06238025686,0.1893723488551117,119569,0.4037169709850183,75,-0.007476663705809079,0.018573431956322693,F10.7,2.0
Global_High_LAI,f10_7_mean_ma90,2,Optimum,20.470029830932617,0.0049379379488527,22643.06238025686,0.1893723488551117,119569,0.4574785036238462,90,-0.008088031145979804,0.017962231520531172,F10.7,2.0
Global_High_LAI,f10_7_mean_ma1,3,Warm_Stress,27.170061111450195,0.0047766850329935,12288.310894265624,0.1572903794466,78125,0.5964882110323364,1,-0.012905849033618208,0.022456232464555134,F10.7,3.0
Global_High_LAI,f10_7_mean_ma2,3,Warm_Stress,27.170061111450195,0.0048026954755187,12287.645501427283,0.1572818624182692,78125,0.5945002035327738,2,-0.012880321136167631,0.022482709027187613,F10.7,3.0
Global_High_LAI,f10_7_mean_ma3,3,Warm_Stress,27.170061111450195,0.0047853193245828,12287.645501427283,0.1572818624182692,78125,0.5958345863106458,3,-0.012897694799754276,0.022465341253474432,F10.7,3.0
Global_High_LAI,f10_7_mean_ma4,3,Warm_Stress,27.170061111450195,0.0046787271276116,12287.645501427283,0.1572818624182692,78125,0.6040499253640195,4,-0.01300427150470344,0.022358800212189733,F10.7,3.0
Global_High_LAI,f10_7_mean_ma5,3,Warm_Stress,27.170061111450195,0.0050453706644475,12287.645501427283,0.1572818624182692,78125,0.5760086866343133,5,-0.012637679569728433,0.022725266104655598,F10.7,3.0
Global_High_LAI,f10_7_mean_ma6,3,Warm_Stress,27.170061111450195,0.0051179975271224,12287.645501427283,0.1572818624182692,78125,0.5705278708080086,6,-0.01256506236457218,0.022797857214731862,F10.7,3.0
Global_High_LAI,f10_7_mean_ma7,3,Warm_Stress,27.170061111450195,0.005604388192296,12287.645501427283,0.1572818624182692,78125,0.5344771435718769,7,-0.012078731569372045,0.023284003635647647,F10.7,3.0
Global_High_LAI,f10_7_mean_ma8,3,Warm_Stress,27.170061111450195,0.0059567256830632,12287.645501427283,0.1572818624182692,78125,0.5091000478803327,8,-0.011726432222745503,0.02363615897573036,F10.7,3.0
Global_High_LAI,f10_7_mean_ma9,3,Warm_Stress,27.170061111450195,0.0064333090558648,12287.645501427283,0.1572818624182692,78125,0.4758055957121851,9,-0.01124989345969311,0.024112488984639836,F10.7,3.0
Global_High_LAI,f10_7_mean_ma10,3,Warm_Stress,27.170061111450195,0.0069040916860103,12287.645501427283,0.1572818624182692,78125,0.4441242231472837,10,-0.010779147009905185,0.02458301345367203,F10.7,3.0
Global_High_LAI,f10_7_mean_ma11,3,Warm_Stress,27.170061111450195,0.0072674714028835,12287.645501427283,0.1572818624182692,78125,0.4205165771458858,11,-0.010415789859332896,0.024946188549444852,F10.7,3.0
Global_High_LAI,f10_7_mean_ma12,3,Warm_Stress,27.170061111450195,0.0080092130228877,12287.645501427283,0.1572818624182692,78125,0.3746793336848022,12,-0.00967407980706058,0.025687498006782068,F10.7,3.0
Global_High_LAI,f10_7_mean_ma13,3,Warm_Stress,27.170061111450195,0.0083596659824252,12287.645501427283,0.1572818624182692,78125,0.3541404944070563,13,-0.009323634993731929,0.026037740018046623,F10.7,3.0
Global_High_LAI,f10_7_mean_ma14,3,Warm_Stress,27.170061111450195,0.0086186621338129,12287.645501427283,0.1572818624182692,78125,0.3394279025159961,14,-0.009064642071294733,0.02629657748289236,F10.7,3.0
Global_High_LAI,f10_7_mean_ma15,3,Warm_Stress,27.170061111450195,0.0087700951844453,12287.645501427283,0.1572818624182692,78125,0.3310098572818976,15,-0.008913209809471504,0.02644791665259562,F10.7,3.0
Global_High_LAI,f10_7_mean_ma16,3,Warm_Stress,27.170061111450195,0.008778185583651,12287.645501427283,0.1572818624182692,78125,0.3305639504440945,16,-0.008905119429584532,0.026456002013355073,F10.7,3.0
Global_High_LAI,f10_7_mean_ma17,3,Warm_Stress,27.170061111450195,0.0088443979620933,12287.645501427283,0.1572818624182692,78125,0.3269292339486538,17,-0.008838907122243752,0.02652217306988687,F10.7,3.0
Global_High_LAI,f10_7_mean_ma18,3,Warm_Stress,27.170061111450195,0.0087649449706077,12287.645501427283,0.1572818624182692,78125,0.3312939167240465,18,-0.008918360009805172,0.02644276964494443,F10.7,3.0
Global_High_LAI,f10_7_mean_ma19,3,Warm_Stress,27.170061111450195,0.008761141449213,12287.645501427283,0.1572818624182692,78125,0.3315038006541972,19,-0.008922163520624724,0.02643896849077177,F10.7,3.0
Global_High_LAI,f10_7_mean_ma20,3,Warm_Stress,27.170061111450195,0.0085902418941259,12287.645501427283,0.1572818624182692,78125,0.3410229308143975,20,-0.009093062072547814,0.026268174772023783,F10.7,3.0
Global_High_LAI,f10_7_mean_ma21,3,Warm_Stress,27.170061111450195,0.0085774790495634,12287.645501427283,0.1572818624182692,78125,0.3417407784723334,21,-0.009105824800740204,0.026255419789944383,F10.7,3.0
Global_High_LAI,f10_7_mean_ma22,3,Warm_Stress,27.170061111450195,0.0086136441677808,12287.645501427283,0.1572818624182692,78125,0.3397091773483924,22,-0.009069659997304916,0.026291562613877856,F10.7,3.0
Global_High_LAI,f10_7_mean_ma23,3,Warm_Stress,27.170061111450195,0.0085846418514847,12287.645501427283,0.1572818624182692,78125,0.3413377869036529,23,-0.009098662064837844,0.026262578179968042,F10.7,3.0
Global_High_LAI,f10_7_mean_ma24,3,Warm_Stress,27.170061111450195,0.0087419636547565,12287.645501427283,0.1572818624182692,78125,0.3325633686646796,24,-0.008941341253965953,0.02641980262433548,F10.7,3.0
Global_High_LAI,f10_7_mean_ma25,3,Warm_Stress,27.170061111450195,0.0087549751624464,12287.645501427283,0.1572818624182692,78125,0.3318442480604984,25,-0.008928329789159653,0.026432806040670498,F10.7,3.0
Global_High_LAI,f10_7_mean_ma26,3,Warm_Stress,27.170061111450195,0.0088115576654672,12287.645501427283,0.1572818624182692,78125,0.3287287400169583,26,-0.008871747402986104,0.026489353287640786,F10.7,3.0
Global_High_LAI,f10_7_mean_ma27,3,Warm_Stress,27.170061111450195,0.0087935775518417,12287.645501427283,0.1572818624182692,78125,0.3297166872331423,27,-0.008889727491755747,0.026471384389525975,F10.7,3.0
Global_High_LAI,f10_7_mean_ma28,3,Warm_Stress,27.170061111450195,0.0088861146941781,12287.645501427283,0.1572818624182692,78125,0.324652579840377,28,-0.00879719035533166,0.026563863687787417,F10.7,3.0
Global_High_LAI,f10_7_mean_ma30,3,Warm_Stress,27.170061111450195,0.0092718144878745,12287.645501427283,0.1572818624182692,78125,0.3040933466523867,30,-0.008411487324208749,0.026949319125301945,F10.7,3.0
