scenario,omni_var,bin_id,bin_label,temp_mean,rho,n_eff,neff_factor,n,p_adj,window,ci_lower,ci_upper,data_type,display_bin_id
Global_High_LAI,f10_7_mean_ma12,0,Cold,-0.2093890309333801,-0.0044452864676713,45509.47699356079,0.6458542943000793,70464,0.3429821499096395,12,-0.013632438943879931,0.004742616482543854,F10.7,0.0
Global_High_LAI,f10_7_mean_ma13,0,Cold,-0.2093890309333801,-0.0042186146602034,45509.47699356079,0.6458542943000793,70464,0.3681552392670499,13,-0.013405804311480104,0.004969287198686058,F10.7,0.0
Global_High_LAI,f10_7_mean_ma14,0,Cold,-0.2093890309333801,-0.0036700847558677,45509.47699356079,0.6458542943000793,70464,0.4336749791175167,14,-0.01285736046216903,0.00551781055516718,F10.7,0.0
Global_High_LAI,f10_7_mean_ma15,0,Cold,-0.2093890309333801,-0.0031150688882917,45509.47699356079,0.6458542943000793,70464,0.5063578994653584,15,-0.01230242604086107,0.006072814170033243,F10.7,0.0
Global_High_LAI,f10_7_mean_ma16,0,Cold,-0.2093890309333801,-0.0024566466454416,45509.47699356079,0.6458542943000793,70464,0.6002356926412822,16,-0.011644093079413996,0.006731214536774204,F10.7,0.0
Global_High_LAI,f10_7_mean_ma17,0,Cold,-0.2093890309333801,-0.0019573478493839,45509.47699356079,0.6458542943000793,70464,0.6762769094927266,17,-0.011144856677649848,0.007230491432743932,F10.7,0.0
Global_High_LAI,f10_7_mean_ma18,0,Cold,-0.2093890309333801,-0.0020132958889007,45509.47699356079,0.6458542943000793,70464,0.6675709986962759,18,-0.011200797953549746,0.007174546075094306,F10.7,0.0
Global_High_LAI,f10_7_mean_ma19,0,Cold,-0.2093890309333801,-0.0017744584474712,45509.47699356079,0.6458542943000793,70464,0.7050337630553689,19,-0.01096198898415609,0.007413371666545885,F10.7,0.0
Global_High_LAI,f10_7_mean_ma20,0,Cold,-0.2093890309333801,-0.0015966307837516,45509.47699356079,0.6458542943000793,70464,0.7334052462272762,20,-0.010784181838771058,0.007591189826566881,F10.7,0.0
Global_High_LAI,f10_7_mean_ma21,0,Cold,-0.2093890309333801,-0.0016588455764576,45509.47699356079,0.6458542943000793,70464,0.7234353916459697,21,-0.010846389519008808,0.007528978424908324,F10.7,0.0
Global_High_LAI,f10_7_mean_ma22,0,Cold,-0.2093890309333801,-0.0018440528074279,45509.47699356079,0.6458542943000793,70464,0.6940385447604647,22,-0.011031575155905186,0.007343780867742979,F10.7,0.0
Global_High_LAI,f10_7_mean_ma23,0,Cold,-0.2093890309333801,-0.0020796521566808,45509.47699356079,0.6458542943000793,70464,0.6573032749480099,23,-0.011267146124897504,0.007108192913537259,F10.7,0.0
Global_High_LAI,f10_7_mean_ma24,0,Cold,-0.2093890309333801,-0.0023888843134045,45509.47699356079,0.6458542943000793,70464,0.6103273560002522,24,-0.0115763394838447,0.006798974165301389,F10.7,0.0
Global_High_LAI,f10_7_mean_ma25,0,Cold,-0.2093890309333801,-0.0029749004170298,45509.47699356079,0.6458542943000793,70464,0.5256775850309947,25,-0.012162277243617377,0.006212978651608623,F10.7,0.0
Global_High_LAI,f10_7_mean_ma26,0,Cold,-0.2093890309333801,-0.0033503936138004,45509.47699356079,0.6458542943000793,70464,0.4747819659386678,26,-0.012537716924525924,0.005837495330838039,F10.7,0.0
Global_High_LAI,f10_7_mean_ma27,0,Cold,-0.2093890309333801,-0.0040876744315028,45509.47699356079,0.6458542943000793,70464,0.3832076973033891,27,-0.013274885127356948,0.005100226366730736,F10.7,0.0
Global_High_LAI,f10_7_mean_ma28,0,Cold,-0.2093890309333801,-0.0046020755544304,45509.47699356079,0.6458542943000793,70464,0.3262295681107106,28,-0.013789201764338095,0.004585827598247095,F10.7,0.0
Global_High_LAI,f10_7_mean_ma30,0,Cold,-0.2093890309333801,-0.0051398267969489,45509.47699356079,0.6458542943000793,70464,0.2728802211701056,30,-0.014326859488582304,0.004048073618454347,F10.7,0.0
Global_High_LAI,f10_7_mean_ma40,0,Cold,-0.2093890309333801,-0.0110292267054319,45509.47699356079,0.6458542943000793,70464,0.0186293268589459,40,-0.020214887515874413,-0.0018417040791612548,F10.7,0.0
Global_High_LAI,f10_7_mean_ma50,0,Cold,-0.2093890309333801,-0.0108538446947932,45509.47699356079,0.6458542943000793,70464,0.0205883236123844,50,-0.020039555563122678,-0.0016663016093965463,F10.7,0.0
Global_High_LAI,f10_7_mean_ma60,0,Cold,-0.2093890309333801,-0.0103817833587527,45509.47699356079,0.6458542943000793,70464,0.0267779476382683,60,-0.019567626156782522,-0.0011941880138713152,F10.7,0.0
Global_High_LAI,f10_7_mean_ma75,0,Cold,-0.2093890309333801,-0.0069898306392133,45509.47699356079,0.6458542943000793,70464,0.1359314741630768,75,-0.01617650102799191,0.002198019771059576,F10.7,0.0
Global_High_LAI,f10_7_mean_ma90,0,Cold,-0.2093890309333801,-0.006210605148226,45509.47699356079,0.6458542943000793,70464,0.1852103926446777,90,-0.015397435803807343,0.002977273990977653,F10.7,0.0
Global_High_LAI,f10_7_mean_ma1,1,Cool,11.104832649230955,-0.0166550558060407,51586.7220287323,0.7278447151184082,70876,0.0001549585589606,1,-0.025280988234984956,-0.008026643480821568,F10.7,1.0
Global_High_LAI,f10_7_mean_ma2,1,Cool,11.104832649230955,-0.017143115401268,51586.7220287323,0.7278447151184082,70876,9.86624409149428e-05,2,-0.02576886917724271,-0.008514809100276298,F10.7,1.0
Global_High_LAI,f10_7_mean_ma3,1,Cool,11.104832649230955,-0.0176538452506065,51586.7220287323,0.7278447151184082,70876,6.074908116748823e-05,3,-0.02627940767546307,-0.009025654302311508,F10.7,1.0
Global_High_LAI,f10_7_mean_ma4,1,Cool,11.104832649230955,-0.0178629998117685,51586.7220287323,0.7278447151184082,70876,4.962272685227198e-05,4,-0.02648848257569607,-0.009234857402639384,F10.7,1.0
Global_High_LAI,f10_7_mean_ma5,1,Cool,11.104832649230955,-0.0185065492987632,51586.7220287323,0.7278447151184082,70876,2.6270639826631023e-05,5,-0.02713178222030857,-0.009878560977607882,F10.7,1.0
Global_High_LAI,f10_7_mean_ma6,1,Cool,11.104832649230955,-0.0189547538757324,51586.7220287323,0.7278447151184082,70876,1.666685978629623e-05,6,-0.027579808572420757,-0.010326877094633076,F10.7,1.0
Global_High_LAI,f10_7_mean_ma7,1,Cool,11.104832649230955,-0.0192365664988756,51586.7220287323,0.7278447151184082,70876,1.2456323978726758e-05,7,-0.027861507360752998,-0.010608761625661295,F10.7,1.0
Global_High_LAI,f10_7_mean_ma8,1,Cool,11.104832649230955,-0.0196114983409643,51586.7220287323,0.7278447151184082,70876,8.404062407763035e-06,8,-0.028236285629966735,-0.010983791261923347,F10.7,1.0
Global_High_LAI,f10_7_mean_ma9,1,Cool,11.104832649230955,-0.0201846826821565,51586.7220287323,0.7278447151184082,70876,4.54324404519646e-06,9,-0.028809230506681136,-0.011557129799596843,F10.7,1.0
Global_High_LAI,f10_7_mean_ma10,1,Cool,11.104832649230955,-0.0204975008964538,51586.7220287323,0.7278447151184082,70876,3.2254602593262405e-06,10,-0.029121915641715842,-0.011870034560210869,F10.7,1.0
Global_High_LAI,f10_7_mean_ma11,1,Cool,11.104832649230955,-0.0209558587521314,51586.7220287323,0.7278447151184082,70876,1.9354417337691388e-06,11,-0.02958007545410898,-0.01232852227987491,F10.7,1.0
Global_High_LAI,f10_7_mean_ma12,1,Cool,11.104832649230955,-0.0213980507105588,51586.7220287323,0.7278447151184082,70876,1.170801753991313e-06,12,-0.0300220729197612,-0.012770842960133562,F10.7,1.0
Global_High_LAI,f10_7_mean_ma13,1,Cool,11.104832649230955,-0.0216211136430501,51586.7220287323,0.7278447151184082,70876,9.052254390518044e-07,13,-0.030245036460953088,-0.012993972107304588,F10.7,1.0
Global_High_LAI,f10_7_mean_ma14,1,Cool,11.104832649230955,-0.0218666903674602,51586.7220287323,0.7278447151184082,70876,6.799954224145921e-07,14,-0.030490502769956605,-0.013239622723090014,F10.7,1.0
Global_High_LAI,f10_7_mean_ma15,1,Cool,11.104832649230955,-0.022317424416542,51586.7220287323,0.7278447151184082,70876,3.990706920475873e-07,15,-0.030941031454805378,-0.013690495102897557,F10.7,1.0
Global_High_LAI,f10_7_mean_ma16,1,Cool,11.104832649230955,-0.0228529684245586,51586.7220287323,0.7278447151184082,70876,2.0907700815087082e-07,16,-0.03147632690220652,-0.014226208030294686,F10.7,1.0
Global_High_LAI,f10_7_mean_ma17,1,Cool,11.104832649230955,-0.0231646280735731,51586.7220287323,0.7278447151184082,70876,1.425794062814845e-07,17,-0.03178783962442644,-0.014537968261601922,F10.7,1.0
Global_High_LAI,f10_7_mean_ma18,1,Cool,11.104832649230955,-0.023506311699748,51586.7220287323,0.7278447151184082,70876,9.318842897343417e-08,18,-0.03212936024436147,-0.014879764087192288,F10.7,1.0
Global_High_LAI,f10_7_mean_ma19,1,Cool,11.104832649230955,-0.0239527504891157,51586.7220287323,0.7278447151184082,70876,5.29919494951514e-08,19,-0.03257558301795551,-0.015326352512586464,F10.7,1.0
Global_High_LAI,f10_7_mean_ma20,1,Cool,11.104832649230955,-0.0241351705044507,51586.7220287323,0.7278447151184082,70876,4.195535963091857e-08,20,-0.03275791377749712,-0.015508834661411128,F10.7,1.0
Global_High_LAI,f10_7_mean_ma21,1,Cool,11.104832649230955,-0.0240901000797748,51586.7220287323,0.7278447151184082,70876,4.445425672017223e-08,21,-0.03271286545859005,-0.015463748831994271,F10.7,1.0
Global_High_LAI,f10_7_mean_ma22,1,Cool,11.104832649230955,-0.024126399308443,51586.7220287323,0.7278447151184082,70876,4.243074891441268e-08,22,-0.032749146886258663,-0.015500060464723834,F10.7,1.0
Global_High_LAI,f10_7_mean_ma23,1,Cool,11.104832649230955,-0.0243041589856147,51586.7220287323,0.7278447151184082,70876,3.374310164616645e-08,23,-0.03292681906264668,-0.015677881213933636,F10.7,1.0
Global_High_LAI,f10_7_mean_ma24,1,Cool,11.104832649230955,-0.02440538816154,51586.7220287323,0.7278447151184082,70876,2.9594897643647755e-08,24,-0.03302799816577398,-0.015779145412530136,F10.7,1.0
Global_High_LAI,f10_7_mean_ma25,1,Cool,11.104832649230955,-0.0245718378573656,51586.7220287323,0.7278447151184082,70876,2.3826411510441403e-08,25,-0.033194365143389984,-0.015945653080341925,F10.7,1.0
Global_High_LAI,f10_7_mean_ma26,1,Cool,11.104832649230955,-0.0245607644319534,51586.7220287323,0.7278447151184082,70876,2.417360911444177e-08,26,-0.03318329723582234,-0.01593457578336227,F10.7,1.0
Global_High_LAI,f10_7_mean_ma27,1,Cool,11.104832649230955,-0.0245037209242582,51586.7220287323,0.7278447151184082,70876,2.6041411693711325e-08,27,-0.033126282119176315,-0.015877512365272146,F10.7,1.0
Global_High_LAI,f10_7_mean_ma28,1,Cool,11.104832649230955,-0.0244802124798297,51586.7220287323,0.7278447151184082,70876,2.685125788381981e-08,28,-0.03310278535877497,-0.015853995731836008,F10.7,1.0
Global_High_LAI,f10_7_mean_ma30,1,Cool,11.104832649230955,-0.0246910564601421,51586.7220287323,0.7278447151184082,70876,2.0381989873641263e-08,30,-0.03331352420605349,-0.01606491349927001,F10.7,1.0
Global_High_LAI,f10_7_mean_ma40,1,Cool,11.104832649230955,-0.025065379217267,51586.7220287323,0.7278447151184082,70876,1.2425458439935257e-08,40,-0.033687658425919954,-0.01643936914597636,F10.7,1.0
Global_High_LAI,f10_7_mean_ma50,1,Cool,11.104832649230955,-0.0252275541424751,51586.7220287323,0.7278447151184082,70876,1.000556748564918e-08,50,-0.03384975091728043,-0.016601602396708506,F10.7,1.0
Global_High_LAI,f10_7_mean_ma60,1,Cool,11.104832649230955,-0.0244097374379634,51586.7220287323,0.7278447151184082,70876,2.9428234959993915e-08,60,-0.03303234528687717,-0.015783496197655265,F10.7,1.0
Global_High_LAI,f10_7_mean_ma75,1,Cool,11.104832649230955,-0.0258213225752115,51586.7220287323,0.7278447151184082,70876,4.4762464845859995e-09,75,-0.03444321366570765,-0.017195588251426586,F10.7,1.0
Global_High_LAI,f10_7_mean_ma90,1,Cool,11.104832649230955,-0.0258926656097173,51586.7220287323,0.7278447151184082,70876,4.059028446690149e-09,90,-0.03451451956215909,-0.017266957819550604,F10.7,1.0
Global_High_LAI,f10_7_mean_ma1,2,Optimum,20.470029830932617,-0.0028713776264339,92987.1729528308,0.7776862978935242,119569,0.3812572416006676,1,-0.009298757644795189,0.003556239642831244,F10.7,2.0
Global_High_LAI,f10_7_mean_ma2,2,Optimum,20.470029830932617,-0.002623846521601,92987.1729528308,0.7776862978935242,119569,0.4236522325261929,2,-0.009051245508731636,0.0038037692641839935,F10.7,2.0
Global_High_LAI,f10_7_mean_ma3,2,Optimum,20.470029830932617,-0.0027876948006451,92987.1729528308,0.7776862978935242,119569,0.3952893653387308,3,-0.00921508131989878,0.0036399220552310544,F10.7,2.0
Global_High_LAI,f10_7_mean_ma4,2,Optimum,20.470029830932617,-0.0024549514055252,92987.1729528308,0.7776862978935242,119569,0.4540989396120694,4,-0.008882362883379916,0.003972662915984192,F10.7,2.0
Global_High_LAI,f10_7_mean_ma5,2,Optimum,20.470029830932617,-0.0020329537801444,92987.1729528308,0.7776862978935242,119569,0.5353123469621264,5,-0.008460394864442992,0.004394655280006822,F10.7,2.0
Global_High_LAI,f10_7_mean_ma6,2,Optimum,20.470029830932617,-0.0016028244281187,92987.1729528308,0.7776862978935242,119569,0.6250146005284283,6,-0.008030293333697898,0.004824776913437937,F10.7,2.0
Global_High_LAI,f10_7_mean_ma7,2,Optimum,20.470029830932617,-0.0011721416376531,92987.1729528308,0.7776862978935242,119569,0.7207730473326641,7,-0.007599636017550993,0.005255449592471351,F10.7,2.0
Global_High_LAI,f10_7_mean_ma8,2,Optimum,20.470029830932617,-0.0006528901867568,92987.1729528308,0.7776862978935242,119569,0.8421936255769886,8,-0.007080412109473334,0.005774685682189775,F10.7,2.0
Global_High_LAI,f10_7_mean_ma9,2,Optimum,20.470029830932617,-0.0001903393276734,92987.1729528308,0.7776862978935242,119569,0.9537160413403096,9,-0.006617882866813052,0.006237219938602867,F10.7,2.0
Global_High_LAI,f10_7_mean_ma10,2,Optimum,20.470029830932617,0.0001180291437776,92987.1729528308,0.7776862978935242,119569,0.9712894673019092,10,-0.0063095272784346726,0.006545575813614823,F10.7,2.0
Global_High_LAI,f10_7_mean_ma11,2,Optimum,20.470029830932617,0.0005351746222004,92987.1729528308,0.7776862978935242,119569,0.8703665662692082,11,-0.005892397282398645,0.006962702307024199,F10.7,2.0
Global_High_LAI,f10_7_mean_ma12,2,Optimum,20.470029830932617,0.000672745751217,92987.1729528308,0.7776862978935242,119569,0.8374604037022604,12,-0.005754830768855566,0.007100266684459138,F10.7,2.0
Global_High_LAI,f10_7_mean_ma13,2,Optimum,20.470029830932617,0.0008292027632705,92987.1729528308,0.7776862978935242,119569,0.8003825350213747,13,-0.005598378710214964,0.007256715722398977,F10.7,2.0
Global_High_LAI,f10_7_mean_ma14,2,Optimum,20.470029830932617,0.0007944467361085,92987.1729528308,0.7776862978935242,119569,0.8085835360466356,14,-0.005633133664191533,0.007221961493826563,F10.7,2.0
Global_High_LAI,f10_7_mean_ma15,2,Optimum,20.470029830932617,0.0005514936638064,92987.1729528308,0.7776862978935242,119569,0.8664502358900741,15,-0.005876078801009929,0.006979020560457838,F10.7,2.0
Global_High_LAI,f10_7_mean_ma16,2,Optimum,20.470029830932617,0.0003216100158169,92987.1729528308,0.7776862978935242,119569,0.9218768732140176,16,-0.006105954241760388,0.006749147699777599,F10.7,2.0
Global_High_LAI,f10_7_mean_ma17,2,Optimum,20.470029830932617,0.0002414884947938,92987.1729528308,0.7776862978935242,119569,0.9412984133097682,17,-0.0061860727426656555,0.006669029778823185,F10.7,2.0
Global_High_LAI,f10_7_mean_ma18,2,Optimum,20.470029830932617,0.0002340073842788,92987.1729528308,0.7776862978935242,119569,0.9431138054138242,18,-0.006193553566973828,0.006661549000241775,F10.7,2.0
Global_High_LAI,f10_7_mean_ma19,2,Optimum,20.470029830932617,0.000245113420533,92987.1729528308,0.7776862978935242,119569,0.9404188854075402,19,-0.006182447955347446,0.006672654543467268,F10.7,2.0
Global_High_LAI,f10_7_mean_ma20,2,Optimum,20.470029830932617,0.000239472152316,92987.1729528308,0.7776862978935242,119569,0.941787676310208,20,-0.006188089008074529,0.006667013525880437,F10.7,2.0
Global_High_LAI,f10_7_mean_ma21,2,Optimum,20.470029830932617,0.0002336799370823,92987.1729528308,0.7776862978935242,119569,0.943193271700187,21,-0.00619388100162666,0.006661221567557529,F10.7,2.0
Global_High_LAI,f10_7_mean_ma22,2,Optimum,20.470029830932617,0.000336335011525,92987.1729528308,0.7776862978935242,119569,0.9183122352516412,22,-0.006091229792122948,0.0067638720248768885,F10.7,2.0
Global_High_LAI,f10_7_mean_ma23,2,Optimum,20.470029830932617,0.0003893038956448,92987.1729528308,0.7776862978935242,119569,0.9055035663658476,23,-0.006038262849287052,0.006816838473630808,F10.7,2.0
Global_High_LAI,f10_7_mean_ma24,2,Optimum,20.470029830932617,0.0006155265145935,92987.1729528308,0.7776862978935242,119569,0.8511158222240116,24,-0.005812048115340335,0.007043050285535732,F10.7,2.0
Global_High_LAI,f10_7_mean_ma25,2,Optimum,20.470029830932617,0.0008011910831555,92987.1729528308,0.7776862978935242,119569,0.8069904703742057,25,-0.005626389526608577,0.0072287054930745874,F10.7,2.0
Global_High_LAI,f10_7_mean_ma26,2,Optimum,20.470029830932617,0.0009411383653059,92987.1729528308,0.7776862978935242,119569,0.7741237752732468,26,-0.0054864464589532164,0.007368645426344711,F10.7,2.0
Global_High_LAI,f10_7_mean_ma27,2,Optimum,20.470029830932617,0.0010558587964624,92987.1729528308,0.7776862978935242,119569,0.7474775337278907,27,-0.005371729294807936,0.0074833596455540965,F10.7,2.0
Global_High_LAI,f10_7_mean_ma28,2,Optimum,20.470029830932617,0.0011934030335396,92987.1729528308,0.7776862978935242,119569,0.7159258513959674,28,-0.005234188751703193,0.0076208962118012495,F10.7,2.0
Global_High_LAI,f10_7_mean_ma30,2,Optimum,20.470029830932617,0.0015630611451342,92987.1729528308,0.7776862978935242,119569,0.633625192880146,30,-0.0048645393627829376,0.007990532502563624,F10.7,2.0
Global_High_LAI,f10_7_mean_ma40,2,Optimum,20.470029830932617,0.0038523757830262,92987.1729528308,0.7776862978935242,119569,0.2401050484909177,40,-0.0025752396189310596,0.010279672880069575,F10.7,2.0
Global_High_LAI,f10_7_mean_ma50,2,Optimum,20.470029830932617,0.0063406280241906,92987.1729528308,0.7776862978935242,119569,0.0531756475362839,50,-8.692715406319566e-05,0.01276765931744881,F10.7,2.0
Global_High_LAI,f10_7_mean_ma60,2,Optimum,20.470029830932617,0.0069540338590741,92987.1729528308,0.7776862978935242,119569,0.0339600110771158,60,0.0005265057569561934,0.013380987399133798,F10.7,2.0
Global_High_LAI,f10_7_mean_ma75,2,Optimum,20.470029830932617,0.005549325607717,92987.1729528308,0.7776862978935242,119569,0.0906096700499625,75,-0.0008782573540354491,0.011976450060349688,F10.7,2.0
Global_High_LAI,f10_7_mean_ma90,2,Optimum,20.470029830932617,0.0049379379488527,92987.1729528308,0.7776862978935242,119569,0.1321303947043199,90,-0.0014896609668374654,0.011365128868281862,F10.7,2.0
Global_High_LAI,f10_7_mean_ma1,3,Warm_Stress,27.170061111450195,0.0047766850329935,55397.36244827509,0.7090862393379211,78125,0.2609059614327318,1,-0.00355092949607162,0.013103637081422793,F10.7,3.0
Global_High_LAI,f10_7_mean_ma2,3,Warm_Stress,27.170061111450195,0.0048026954755187,55397.36244827509,0.7090862393379211,78125,0.2583185125007166,2,-0.003524918782401481,0.013129643645568819,F10.7,3.0
Global_High_LAI,f10_7_mean_ma3,3,Warm_Stress,27.170061111450195,0.0047853193245828,55397.36244827509,0.7090862393379211,78125,0.260045065218323,3,-0.0035422951157238914,0.013112270086814601,F10.7,3.0
Global_High_LAI,f10_7_mean_ma4,3,Warm_Stress,27.170061111450195,0.0046787271276116,55397.36244827509,0.7090862393379211,78125,0.2708111274888036,4,-0.0036488883214810816,0.013005693681294233,F10.7,3.0
Global_High_LAI,f10_7_mean_ma5,3,Warm_Stress,27.170061111450195,0.0050453706644475,55397.36244827509,0.7090862393379211,78125,0.2350337253681944,5,-0.0032822405207062317,0.013372282106678643,F10.7,3.0
Global_High_LAI,f10_7_mean_ma6,3,Warm_Stress,27.170061111450195,0.0051179975271224,55397.36244827509,0.7090862393379211,78125,0.2283633263019049,6,-0.0032096125477213693,0.013444897786941218,F10.7,3.0
Global_High_LAI,f10_7_mean_ma7,3,Warm_Stress,27.170061111450195,0.005604388192296,55397.36244827509,0.7090862393379211,78125,0.1871472135023502,7,-0.0027232121822831673,0.01393121129838732,F10.7,3.0
Global_High_LAI,f10_7_mean_ma8,3,Warm_Stress,27.170061111450195,0.0059567256830632,55397.36244827509,0.7090862393379211,78125,0.1609169976595168,8,-0.0023708652036546706,0.014283490439230112,F10.7,3.0
Global_High_LAI,f10_7_mean_ma9,3,Warm_Stress,27.170061111450195,0.0064333090558648,55397.36244827509,0.7090862393379211,78125,0.1299835983923301,9,-0.0018942657072249427,0.014759991596942709,F10.7,3.0
Global_High_LAI,f10_7_mean_ma10,3,Warm_Stress,27.170061111450195,0.0069040916860103,55397.36244827509,0.7090862393379211,78125,0.1041680565194478,10,-0.001423463435279235,0.015230689299453884,F10.7,3.0
Global_High_LAI,f10_7_mean_ma11,3,Warm_Stress,27.170061111450195,0.0072674714028835,55397.36244827509,0.7090862393379211,78125,0.0871729209572274,11,-0.0010600660331637627,0.015594000940227934,F10.7,3.0
Global_High_LAI,f10_7_mean_ma12,3,Warm_Stress,27.170061111450195,0.0080092130228877,55397.36244827509,0.7090862393379211,78125,0.0594180017731604,12,-0.000318281486572434,0.01633559677683214,F10.7,3.0
Global_High_LAI,f10_7_mean_ma13,3,Warm_Stress,27.170061111450195,0.0083596659824252,55397.36244827509,0.7090862393379211,78125,0.0491169787377041,13,3.219494247615323e-05,0.016685977671036446,F10.7,3.0
Global_High_LAI,f10_7_mean_ma14,3,Warm_Stress,27.170061111450195,0.0086186621338129,55397.36244827509,0.7090862393379211,78125,0.042505598707222,14,0.00029120975322913375,0.01694491924971054,F10.7,3.0
Global_High_LAI,f10_7_mean_ma15,3,Warm_Stress,27.170061111450195,0.0087700951844453,55397.36244827509,0.7090862393379211,78125,0.0390007267426422,15,0.0004426542314971519,0.0170963198746717,F10.7,3.0
Global_High_LAI,f10_7_mean_ma16,3,Warm_Stress,27.170061111450195,0.008778185583651,55397.36244827509,0.7090862393379211,78125,0.0388205961222694,16,0.0004507452519800653,0.017104408530772545,F10.7,3.0
Global_High_LAI,f10_7_mean_ma17,3,Warm_Stress,27.170061111450195,0.0088443979620933,55397.36244827509,0.7090862393379211,78125,0.037372784836652,17,0.0005169627559727787,0.017170606602568597,F10.7,3.0
Global_High_LAI,f10_7_mean_ma18,3,Warm_Stress,27.170061111450195,0.0087649449706077,55397.36244827509,0.7090862393379211,78125,0.0391157643181321,18,0.00043750362273274135,0.01709117076989801,F10.7,3.0
Global_High_LAI,f10_7_mean_ma19,3,Warm_Stress,27.170061111450195,0.008761141449213,55397.36244827509,0.7090862393379211,78125,0.0392009064219831,19,0.0004336998099614505,0.01708736806728254,F10.7,3.0
Global_High_LAI,f10_7_mean_ma20,3,Warm_Stress,27.170061111450195,0.0085902418941259,55397.36244827509,0.7090862393379211,78125,0.043192227066537,20,0.0002627874114293734,0.01691650505296686,F10.7,3.0
Global_High_LAI,f10_7_mean_ma21,3,Warm_Stress,27.170061111450195,0.0085774790495634,55397.36244827509,0.7090862393379211,78125,0.0435036116350744,21,0.00025002362723637215,0.01690374491776875,F10.7,3.0
Global_High_LAI,f10_7_mean_ma22,3,Warm_Stress,27.170061111450195,0.0086136441677808,55397.36244827509,0.7090862393379211,78125,0.042626156517612,22,0.00028619141506340583,0.01693990235161696,F10.7,3.0
Global_High_LAI,f10_7_mean_ma23,3,Warm_Stress,27.170061111450195,0.0085846418514847,55397.36244827509,0.7090862393379211,78125,0.0433286227913007,23,0.00025718695616584134,0.016910906199466374,F10.7,3.0
Global_High_LAI,f10_7_mean_ma24,3,Warm_Stress,27.170061111450195,0.0087419636547565,55397.36244827509,0.7090862393379211,78125,0.039632603686966,24,0.0004145205500212188,0.01706819439753645,F10.7,3.0
Global_High_LAI,f10_7_mean_ma25,3,Warm_Stress,27.170061111450195,0.0087549751624464,55397.36244827509,0.7090862393379211,78125,0.0393392735643727,25,0.00042753305132577047,0.017081203107412887,F10.7,3.0
Global_High_LAI,f10_7_mean_ma26,3,Warm_Stress,27.170061111450195,0.0088115576654672,55397.36244827509,0.7090862393379211,78125,0.0380850280121474,26,0.00048411990802655605,0.017137773410937498,F10.7,3.0
Global_High_LAI,f10_7_mean_ma27,3,Warm_Stress,27.170061111450195,0.0087935775518417,55397.36244827509,0.7090862393379211,78125,0.0384798490457982,27,0.00046613840515974213,0.017119797179700764,F10.7,3.0
Global_High_LAI,f10_7_mean_ma28,3,Warm_Stress,27.170061111450195,0.0088861146941781,55397.36244827509,0.7090862393379211,78125,0.036484403531118,28,0.0005586827548811472,0.017212314283349225,F10.7,3.0
